Rk,Player,PTS,Date,Age,Team,...7,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM,Pos.
1051,LeBron James,22,12/19/14,29-354,CLE,NA,BRK,W 95-91,1,40,7,18,0.389,5,14,0.357,2,4,0.5,6,8,0.75,0.511,1,3,4,9,2,0,4,4,15.7,3.8,F-G
1052,LeBron James,22,2/8/15,30-040,CLE,NA,LAL,W 120-105,1,30,8,16,0.5,6,9,0.667,2,7,0.286,4,5,0.8,0.604,2,8,10,8,1,0,6,2,17.2,-0.4,F-G
1053,LeBron James,22,11/2/15,30-307,CLE,@,PHI,W 107-100,1,33,9,19,0.474,9,16,0.563,0,3,0,4,4,1,0.53,0,9,9,11,4,2,3,3,23.9,13.1,F-G
1054,LeBron James,22,1/14/16,31-015,CLE,@,SAS,L 95-99,1,37,9,17,0.529,8,14,0.571,1,3,0.333,3,4,0.75,0.586,2,5,7,5,0,0,4,4,14.1,4.1,F-G
1055,LeBron James,22,1/21/16,31-022,CLE,NA,LAC,W 115-102,1,35,9,17,0.529,8,13,0.615,1,4,0.25,3,5,0.6,0.573,1,4,5,12,0,0,0,4,21.6,11.2,F-G
1056,LeBron James,22,11/29/16,31-335,CLE,@,MIL,L 101-118,1,33,8,16,0.5,5,8,0.625,3,8,0.375,3,7,0.429,0.577,0,4,4,4,0,0,7,3,8.2,-7.2,F-G
1057,LeBron James,22,10/21/17,32-295,CLE,NA,ORL,L 93-114,1,31,8,15,0.533,7,12,0.583,1,3,0.333,5,6,0.833,0.624,0,4,4,2,1,1,1,0,17.6,8.7,F-G
1058,LeBron James,22,2/9/18,33-041,CLE,@,ATL,W 123-107,1,41,8,20,0.4,8,17,0.471,0,3,0,6,7,0.857,0.477,2,10,12,19,0,0,3,2,24.7,3.3,F-G
1059,LeBron James,22,11/17/18,33-322,LAL,@,ORL,L 117-130,1,26,8,19,0.421,5,13,0.385,3,6,0.5,3,4,0.75,0.53,0,4,4,7,0,1,3,0,15.3,4.6,F-G
1060,LeBron James,22,11/23/18,33-328,LAL,NA,UTA,W 90-83,1,35,8,17,0.471,6,12,0.5,2,5,0.4,4,6,0.667,0.56,1,9,10,7,2,1,5,1,18.1,11.7,F-G
1061,LeBron James,22,12/2/18,33-337,LAL,NA,PHO,W 120-96,1,31,9,17,0.529,8,12,0.667,1,5,0.2,3,4,0.75,0.586,0,6,6,8,0,1,5,0,16.4,3.2,F-G
1062,LeBron James,22,12/21/18,33-356,LAL,NA,NOP,W 112-104,1,39,8,20,0.4,8,16,0.5,0,4,0,6,9,0.667,0.459,2,10,12,14,2,0,2,3,23,8.6,F-G
1063,LeBron James,22,12/23/18,33-358,LAL,NA,MEM,L 99-107,1,36,8,14,0.571,6,9,0.667,2,5,0.4,4,4,1,0.698,1,13,14,7,1,1,4,0,22.6,8,F-G
1064,LeBron James,22,1/31/20,35-032,LAL,NA,POR,L 119-127,1,38,9,22,0.409,6,14,0.429,3,8,0.375,1,4,0.25,0.463,2,6,8,10,0,1,5,2,14.1,-0.5,F-G
1065,LeBron James,22,2/8/20,35-040,LAL,@,GSW,W 125-120,1,34,7,17,0.412,4,9,0.444,3,8,0.375,5,6,0.833,0.56,0,8,8,11,1,0,7,2,15.8,-1.4,F-G
1066,LeBron James,22,3/3/20,35-064,LAL,NA,PHI,W 120-107,1,34,9,16,0.563,7,11,0.636,2,5,0.4,2,3,0.667,0.635,1,6,7,14,1,2,3,1,25.3,15.1,F-G
1067,LeBron James,22,8/3/20,35-217,LAL,@,UTA,W 116-108,1,35,9,16,0.563,7,11,0.636,2,5,0.4,2,2,1,0.652,1,7,8,9,2,1,4,3,21,8.8,F-G
1068,LeBron James,22,12/22/20,35-358,LAL,NA,LAC,L 109-116,1,28,7,17,0.412,4,9,0.444,3,8,0.375,5,7,0.714,0.548,2,3,5,5,0,0,4,2,13.1,3.2,F-G
1069,LeBron James,22,12/25/20,35-361,LAL,NA,DAL,W 138-115,1,31,8,18,0.444,5,10,0.5,3,8,0.375,3,4,0.75,0.557,1,6,7,10,1,0,4,0,18.7,3.4,F-G
1070,LeBron James,22,1/3/21,36-004,LAL,@,MEM,W 108-94,1,32,9,16,0.563,6,10,0.6,3,6,0.5,1,3,0.333,0.635,0,13,13,8,1,0,2,2,21.3,13,F-G
1071,LeBron James,22,1/28/21,36-029,LAL,@,DET,L 92-107,1,36,8,19,0.421,4,11,0.364,4,8,0.5,2,3,0.667,0.541,2,5,7,10,1,0,2,2,19.6,11.6,F-G
1072,LeBron James,22,2/14/21,36-046,LAL,@,DEN,L 105-122,1,31,9,18,0.5,9,13,0.692,0,5,0,4,7,0.571,0.522,1,9,10,9,0,1,1,2,20.4,9.9,F-G
1073,LeBron James,22,3/15/21,36-075,LAL,@,GSW,W 128-97,1,30,8,13,0.615,6,9,0.667,2,4,0.5,4,6,0.667,0.703,1,9,10,11,0,0,6,3,19.2,4.8,F-G
1074,LeBron James,21,10/30/03,18-304,CLE,@,PHO,L 86-95,1,40,8,17,0.471,7,12,0.583,1,5,0.2,4,7,0.571,0.523,2,10,12,8,1,0,7,1,14.7,1,F-G
1075,LeBron James,21,1/7/04,19-008,CLE,@,TOR,L 69-75,1,38,10,23,0.435,10,20,0.5,0,3,0,1,2,0.5,0.44,0,2,2,5,0,0,2,3,9.4,2.9,F-G
1076,LeBron James,21,2/23/04,19-055,CLE,NA,NOH,W 104-100,1,37,7,16,0.438,6,11,0.545,1,5,0.2,6,6,1,0.563,0,4,4,6,2,5,1,3,21.3,9.3,F-G
1077,LeBron James,21,4/6/04,19-098,CLE,NA,TOR,L 86-87,1,46,5,17,0.294,5,17,0.294,0,0,NA,11,14,0.786,0.453,1,5,6,4,3,0,3,2,14.1,-0.9,F-G
1078,LeBron James,21,11/4/04,19-310,CLE,@,MIA,L 86-92,1,42,9,22,0.409,7,19,0.368,2,3,0.667,1,1,1,0.468,3,3,6,8,1,0,1,0,17.8,9.7,F-G
1079,LeBron James,21,2/25/05,20-057,CLE,@,IND,L 82-106,1,40,9,25,0.36,9,24,0.375,0,1,0,3,4,0.75,0.392,3,4,7,5,2,1,2,0,14.2,5.2,F-G
1080,LeBron James,21,12/2/06,21-337,CLE,@,HOU,L 63-81,1,36,7,22,0.318,5,16,0.313,2,6,0.333,5,7,0.714,0.419,1,4,5,4,0,0,3,2,8.5,6.3,F-G
1081,LeBron James,21,2/4/07,22-036,CLE,NA,DET,L 78-90,1,43,9,22,0.409,8,18,0.444,1,4,0.25,2,3,0.667,0.45,0,5,5,6,2,0,3,2,12.7,4.7,F-G
1082,LeBron James,21,3/23/07,22-083,CLE,NA,NYK,W 90-68,1,38,8,16,0.5,8,15,0.533,0,1,0,5,6,0.833,0.563,1,2,3,10,2,0,1,1,21.5,14.1,F-G
1083,LeBron James,21,12/15/07,22-350,CLE,NA,PHI,L 86-92,1,42,10,18,0.556,10,17,0.588,0,1,0,1,1,1,0.569,0,6,6,6,0,1,3,1,15.7,3.9,F-G
1084,LeBron James,21,12/29/07,22-364,CLE,@,NOH,L 76-86,1,42,8,21,0.381,7,17,0.412,1,4,0.25,4,6,0.667,0.444,2,3,5,6,1,0,4,1,11.8,4.6,F-G
1085,LeBron James,21,3/26/08,23-087,CLE,NA,NOH,L 99-100,1,41,6,14,0.429,5,12,0.417,1,2,0.5,8,10,0.8,0.571,0,3,3,8,2,2,2,2,19.9,9.8,F-G
1086,LeBron James,21,12/3/08,23-339,CLE,NA,NYK,W 118-82,1,28,5,10,0.5,4,6,0.667,1,4,0.25,10,10,1,0.729,0,5,5,6,5,1,0,0,27.4,25.3,F-G
1087,LeBron James,21,1/7/09,24-008,CLE,NA,CHA,W 111-81,1,31,9,16,0.563,9,15,0.6,0,1,0,3,3,1,0.606,0,4,4,4,2,2,4,1,16.4,4.9,F-G
1088,LeBron James,21,2/26/09,24-058,CLE,@,HOU,L 74-93,1,34,7,21,0.333,5,16,0.313,2,5,0.4,5,6,0.833,0.444,0,1,1,0,1,2,3,4,6.8,0.8,F-G
1089,LeBron James,21,3/6/09,24-066,CLE,@,BOS,L 94-105,1,38,5,15,0.333,3,10,0.3,2,5,0.4,9,12,0.75,0.518,0,6,6,5,1,0,4,1,13.2,0.5,F-G
1090,LeBron James,21,4/8/09,24-099,CLE,NA,WAS,W 98-86,1,31,7,15,0.467,7,13,0.538,0,2,0,7,8,0.875,0.567,0,6,6,7,3,0,2,1,20.2,15.7,F-G
1091,LeBron James,21,11/14/09,24-319,CLE,NA,UTA,W 107-103,1,38,6,15,0.4,6,12,0.5,0,3,0,9,12,0.75,0.518,0,6,6,9,2,1,2,1,20.1,4.9,F-G
1092,LeBron James,21,12/15/10,25-350,MIA,NA,CLE,W 101-95,1,39,5,15,0.333,5,11,0.455,0,4,0,11,18,0.611,0.458,2,11,13,5,1,0,4,1,14.5,-2.5,F-G
1093,LeBron James,21,3/14/11,26-074,MIA,NA,SAS,W 110-80,1,42,8,19,0.421,8,18,0.444,0,1,0,5,5,1,0.495,0,6,6,8,0,2,2,3,16.5,1.7,F-G
1094,LeBron James,21,3/6/12,27-067,MIA,NA,NJN,W 108-78,1,30,9,11,0.818,8,10,0.8,1,1,1,2,2,1,0.884,1,8,9,6,0,0,5,0,19.2,9.4,F-G
1095,LeBron James,21,4/6/12,27-098,MIA,NA,MEM,L 82-97,1,38,8,19,0.421,6,13,0.462,2,6,0.333,3,4,0.75,0.506,2,4,6,6,2,0,3,0,16.3,9.8,F-G
1096,LeBron James,21,11/9/12,27-315,MIA,@,ATL,W 95-89,1,36,10,17,0.588,10,15,0.667,0,2,0,1,3,0.333,0.573,2,9,11,9,1,0,2,2,20.9,11.3,F-G
1097,LeBron James,21,11/17/12,27-323,MIA,@,PHO,W 97-88,1,41,8,20,0.4,7,17,0.412,1,3,0.333,4,7,0.571,0.455,0,7,7,3,2,0,1,1,13.8,-1,F-G
1098,LeBron James,21,12/1/12,27-337,MIA,NA,BRK,W 102-89,1,37,8,15,0.533,7,13,0.538,1,2,0.5,4,6,0.667,0.595,1,8,9,6,1,0,2,3,18,5.3,F-G
1099,LeBron James,21,11/20/13,28-325,MIA,@,ORL,W 120-92,1,29,5,11,0.455,5,9,0.556,0,2,0,11,11,1,0.663,1,5,6,7,1,1,4,0,20.1,6.9,F-G
1100,LeBron James,21,12/5/13,28-340,MIA,@,CHI,L 87-107,1,33,7,17,0.412,6,13,0.462,1,4,0.25,6,8,0.75,0.512,0,5,5,2,3,0,1,2,15.2,4.9,F-G
1101,LeBron James,21,12/7/13,28-342,MIA,@,MIN,W 103-82,1,31,9,12,0.75,9,12,0.75,0,0,NA,3,5,0.6,0.739,4,10,14,8,2,0,7,3,20.6,11.5,F-G
1102,LeBron James,21,1/17/14,29-018,MIA,@,PHI,W 101-86,1,37,7,13,0.538,7,12,0.583,0,1,0,7,8,0.875,0.636,1,7,8,10,2,1,3,3,22.6,8.7,F-G
1103,LeBron James,21,3/14/14,29-074,MIA,NA,DEN,L 107-111,1,40,8,17,0.471,8,13,0.615,0,4,0,5,7,0.714,0.523,0,6,6,6,1,0,4,3,13.3,-2.9,F-G
1104,LeBron James,21,12/17/14,29-352,CLE,NA,ATL,L 98-127,1,29,8,16,0.5,8,14,0.571,0,2,0,5,7,0.714,0.55,0,3,3,2,2,0,2,0,14.5,1.6,F-G
1105,LeBron James,21,3/15/15,30-075,CLE,@,ORL,W 123-108,1,35,9,14,0.643,9,11,0.818,0,3,0,3,4,0.75,0.666,1,7,8,13,3,1,1,3,27.8,13.6,F-G
1106,LeBron James,21,4/8/15,30-099,CLE,@,MIL,W 104-99,1,40,8,15,0.533,6,10,0.6,2,5,0.4,3,4,0.75,0.626,2,7,9,8,1,1,2,2,21.3,8.5,F-G
1107,LeBron James,21,4/13/15,30-104,CLE,NA,DET,W 109-97,1,32,7,17,0.412,4,13,0.308,3,4,0.75,4,6,0.667,0.535,3,7,10,11,2,1,1,0,24.7,16.8,F-G
1108,LeBron James,21,1/27/16,31-028,CLE,NA,PHO,W 115-93,1,31,7,8,0.875,7,7,1,0,1,0,7,7,1,0.948,0,3,3,9,0,0,2,2,22.6,10.3,F-G
1109,LeBron James,21,2/8/16,31-040,CLE,NA,SAC,W 120-100,1,31,8,16,0.5,7,14,0.5,1,2,0.5,4,5,0.8,0.577,1,9,10,10,2,1,4,1,21.3,11.8,F-G
1110,LeBron James,21,10/28/16,31-303,CLE,@,TOR,W 94-91,1,39,7,16,0.438,5,10,0.5,2,6,0.333,5,7,0.714,0.55,2,6,8,7,0,0,5,2,14.1,2,F-G
1111,LeBron James,21,11/18/16,31-324,CLE,NA,DET,W 104-81,1,28,9,14,0.643,8,11,0.727,1,3,0.333,2,3,0.667,0.685,0,3,3,3,0,1,2,1,15.7,6.5,F-G
1112,LeBron James,21,1/19/17,32-020,CLE,NA,PHO,W 118-103,1,39,8,12,0.667,8,10,0.8,0,2,0,5,8,0.625,0.677,0,9,9,15,1,2,4,2,25.4,10.3,F-G
1113,LeBron James,21,11/28/17,32-333,CLE,NA,MIA,W 108-97,1,28,10,16,0.625,9,13,0.692,1,3,0.333,0,1,0,0.639,2,10,12,6,5,1,2,1,25.3,20.9,F-G
1114,LeBron James,21,1/30/18,33-031,CLE,@,DET,L 114-125,1,38,9,20,0.45,7,13,0.538,2,7,0.286,1,2,0.5,0.503,0,6,6,7,0,1,4,2,12.8,-2.6,F-G
1115,LeBron James,21,11/3/19,34-308,LAL,@,SAS,W 103-96,1,37,8,23,0.348,8,17,0.471,0,6,0,5,10,0.5,0.383,1,10,11,13,2,1,5,2,15.8,3.1,F-G
1116,LeBron James,21,12/19/19,34-354,LAL,@,MIL,L 104-111,1,37,8,19,0.421,5,12,0.417,3,7,0.429,2,2,1,0.528,0,12,12,11,0,0,4,5,16.2,4.2,F-G
1117,LeBron James,21,12/28/19,34-363,LAL,@,POR,W 128-120,1,37,7,15,0.467,6,11,0.545,1,4,0.25,6,8,0.75,0.567,1,6,7,16,2,1,1,2,27.1,12.6,F-G
1118,LeBron James,21,1/5/20,35-006,LAL,NA,DET,W 106-99,1,35,10,21,0.476,10,18,0.556,0,3,0,1,2,0.5,0.48,3,11,14,11,0,0,3,2,19.2,4.3,F-G
1119,LeBron James,21,1/22/20,35-023,LAL,@,NYK,W 100-92,1,36,9,16,0.563,7,11,0.636,2,5,0.4,1,3,0.333,0.606,0,6,6,5,5,0,4,0,18.9,8.7,F-G
1120,LeBron James,21,1/15/21,36-016,LAL,NA,NOP,W 112-95,1,31,6,11,0.545,4,5,0.8,2,6,0.333,7,7,1,0.746,1,7,8,11,1,0,3,3,23,13.6,F-G
1121,LeBron James,21,1/30/21,36-031,LAL,@,BOS,W 96-95,1,37,7,17,0.412,3,6,0.5,4,11,0.364,3,5,0.6,0.547,1,6,7,7,0,1,5,3,13,4.2,F-G
1122,LeBron James,21,2/1/21,36-033,LAL,@,ATL,W 107-99,1,38,5,12,0.417,3,6,0.5,2,6,0.333,9,11,0.818,0.624,0,7,7,9,2,1,2,0,22.9,10.9,F-G
1123,LeBron James,21,2/25/22,37-057,LAL,NA,LAC,L 102-105,1,36,6,18,0.333,4,10,0.4,2,8,0.25,7,8,0.875,0.488,1,10,11,3,1,1,6,1,11.5,-2.2,F-G
1124,LeBron James,21,11/25/22,37-330,LAL,@,SAS,W 105-94,1,33,8,17,0.471,7,13,0.538,1,4,0.25,4,4,1,0.56,0,8,8,5,3,1,9,2,12.1,-2.7,F-G
1125,LeBron James,21,11/28/22,37-333,LAL,NA,IND,L 115-116,1,36,8,22,0.364,5,12,0.417,3,10,0.3,2,3,0.667,0.45,1,6,7,3,1,0,1,1,12.6,-1,F-G
1126,LeBron James,21,12/6/22,37-341,LAL,@,CLE,L 102-116,1,36,8,17,0.471,6,11,0.545,2,6,0.333,3,4,0.75,0.56,4,13,17,4,1,1,3,0,20.1,8.7,F-G
1127,LeBron James,20,1/30/04,19-031,CLE,@,MIL,L 95-101,1,37,7,25,0.28,6,19,0.316,1,6,0.167,5,8,0.625,0.351,2,6,8,3,1,0,5,5,3.4,-11,F-G
1128,LeBron James,20,4/2/04,19-094,CLE,@,MIL,L 89-107,1,37,9,19,0.474,9,19,0.474,0,0,NA,2,2,1,0.503,0,7,7,7,5,0,5,3,16.1,3,F-G
1129,LeBron James,20,11/26/04,19-332,CLE,@,BOS,W 98-96,1,43,9,13,0.692,9,11,0.818,0,2,0,2,3,0.667,0.698,0,6,6,8,3,1,2,2,22.4,11.1,F-G
1130,LeBron James,20,1/5/05,20-006,CLE,NA,ATL,W 101-85,1,40,7,14,0.5,5,9,0.556,2,5,0.4,4,6,0.667,0.601,1,5,6,9,1,1,2,4,18.8,8.4,F-G
1131,LeBron James,20,2/28/05,20-060,CLE,NA,SAS,L 92-94,1,45,6,22,0.273,5,18,0.278,1,4,0.25,7,10,0.7,0.379,1,7,8,7,0,0,2,3,10.3,-3,F-G
1132,LeBron James,20,4/6/05,20-097,CLE,@,IND,L 77-98,1,33,9,18,0.5,9,15,0.6,0,3,0,2,4,0.5,0.506,2,2,4,3,1,0,2,2,12.5,3.6,F-G
1133,LeBron James,20,11/4/05,20-309,CLE,@,SAS,L 76-102,1,37,7,16,0.438,7,13,0.538,0,3,0,6,7,0.857,0.524,0,6,6,4,0,1,3,3,12.3,2.6,F-G
1134,LeBron James,20,11/18/06,21-323,CLE,@,WAS,L 99-111,1,33,8,20,0.4,8,19,0.421,0,1,0,4,5,0.8,0.45,2,3,5,4,2,0,3,2,12.1,-2.9,F-G
1135,LeBron James,20,4/8/07,22-099,CLE,@,DET,L 82-87,1,43,5,16,0.313,4,12,0.333,1,4,0.25,9,11,0.818,0.48,1,4,5,6,1,0,5,2,11.3,-2,F-G
1136,LeBron James,20,2/18/09,24-050,CLE,@,TOR,W 93-76,1,33,9,17,0.529,9,14,0.643,0,3,0,2,2,1,0.559,1,8,9,9,1,1,5,1,17.4,6.6,F-G
1137,LeBron James,20,2/22/09,24-054,CLE,NA,DET,W 99-78,1,31,6,13,0.462,6,10,0.6,0,3,0,8,10,0.8,0.575,0,5,5,9,2,1,0,0,23,18.6,F-G
1138,LeBron James,20,2/23/10,25-055,CLE,NA,NOH,W 105-95,1,44,7,16,0.438,5,10,0.5,2,6,0.333,4,4,1,0.563,1,4,5,13,2,0,0,0,24.6,11,F-G
1139,LeBron James,20,10/31/10,25-305,MIA,@,NJN,W 101-78,1,29,5,12,0.417,5,8,0.625,0,4,0,10,12,0.833,0.579,0,7,7,7,2,0,5,3,15.6,0.3,F-G
1140,LeBron James,20,11/2/10,25-307,MIA,NA,MIN,W 129-97,1,32,7,12,0.583,7,10,0.7,0,2,0,6,8,0.75,0.644,0,0,0,12,2,1,1,0,23.7,11.5,F-G
1141,LeBron James,20,11/5/10,25-310,MIA,@,NOH,L 93-96,1,41,6,16,0.375,5,14,0.357,1,2,0.5,7,8,0.875,0.512,0,7,7,10,3,1,3,0,20.6,10.4,F-G
1142,LeBron James,20,11/9/10,25-314,MIA,NA,UTA,L 114-116 (OT),1,47,5,18,0.278,5,17,0.294,0,1,0,10,11,0.909,0.438,2,9,11,14,1,3,2,3,22.8,7.2,F-G
1143,LeBron James,20,11/17/10,25-322,MIA,NA,PHO,W 123-96,1,23,9,15,0.6,9,13,0.692,0,2,0,2,3,0.667,0.613,3,5,8,9,3,0,3,5,20.6,16.3,F-G
1144,LeBron James,20,11/26/10,25-331,MIA,NA,PHI,W 99-90,1,41,5,15,0.333,4,10,0.4,1,5,0.2,9,11,0.818,0.504,1,7,8,6,2,1,2,1,18,5.9,F-G
1145,LeBron James,20,12/13/10,25-348,MIA,NA,NOH,W 96-84,1,40,6,16,0.375,6,13,0.462,0,3,0,8,10,0.8,0.49,1,3,4,7,0,0,5,2,11.1,-3.6,F-G
1146,LeBron James,20,12/29/10,25-364,MIA,@,HOU,W 125-119,1,39,8,15,0.533,8,11,0.727,0,4,0,4,4,1,0.597,0,6,6,9,1,0,3,3,17.6,1.1,F-G
1147,LeBron James,20,2/23/12,27-055,MIA,NA,NYK,W 102-88,1,41,7,16,0.438,7,16,0.438,0,0,NA,6,6,1,0.536,1,8,9,8,5,2,4,3,21.5,11.6,F-G
1148,LeBron James,20,3/20/12,27-081,MIA,NA,PHO,W 99-95,1,38,8,18,0.444,8,15,0.533,0,3,0,4,6,0.667,0.484,1,7,8,6,2,2,3,2,16.4,3.1,F-G
1149,LeBron James,20,11/3/12,27-309,MIA,NA,DEN,W 119-116,1,39,8,17,0.471,8,16,0.5,0,1,0,4,4,1,0.533,1,8,9,11,0,2,0,2,22.7,6.3,F-G
1150,LeBron James,20,11/7/12,27-313,MIA,NA,BRK,W 103-73,1,30,7,12,0.583,5,9,0.556,2,3,0.667,4,4,1,0.727,4,8,12,8,1,0,2,1,23.8,20.3,F-G
1151,LeBron James,20,11/11/12,27-317,MIA,@,MEM,L 86-104,1,36,10,19,0.526,10,18,0.556,0,1,0,0,4,0,0.482,3,7,10,6,2,1,2,2,17.4,9.4,F-G
1152,LeBron James,20,1/12/13,28-013,MIA,@,SAC,W 128-99,1,29,7,10,0.7,7,9,0.778,0,1,0,6,7,0.857,0.765,1,4,5,7,5,2,1,0,27.6,20.6,F-G
1153,LeBron James,20,3/4/13,28-064,MIA,@,MIN,W 97-81,1,35,9,16,0.563,8,12,0.667,1,4,0.25,1,1,1,0.608,1,9,10,4,3,2,7,3,14.8,5,F-G
1154,LeBron James,20,4/12/13,28-103,MIA,NA,BOS,W 109-101,1,29,8,10,0.8,8,10,0.8,0,0,NA,4,4,1,0.85,1,5,6,9,0,0,1,1,23.3,15.6,F-G
1155,LeBron James,20,3/1/14,29-061,MIA,NA,ORL,W 112-98,1,31,8,12,0.667,8,10,0.8,0,2,0,4,5,0.8,0.704,1,8,9,7,4,0,2,1,24,16.4,F-G
1156,LeBron James,20,3/25/15,30-085,CLE,@,MEM,W 111-89,1,31,7,15,0.467,4,10,0.4,3,5,0.6,3,4,0.75,0.597,0,8,8,5,0,0,1,2,16,4.9,F-G
1157,LeBron James,20,3/29/15,30-089,CLE,NA,PHI,W 87-86,1,38,8,24,0.333,7,20,0.35,1,4,0.25,3,6,0.5,0.375,2,9,11,6,0,1,5,0,9.2,-1,F-G
1158,LeBron James,20,4/5/15,30-096,CLE,NA,CHI,W 99-94,1,37,8,17,0.471,7,14,0.5,1,3,0.333,3,6,0.5,0.509,2,8,10,12,3,1,3,4,21.4,11.9,F-G
1159,LeBron James,20,1/4/16,31-005,CLE,NA,TOR,W 122-100,1,31,7,11,0.636,6,9,0.667,1,2,0.5,5,8,0.625,0.689,0,2,2,7,3,0,2,1,20,12.5,F-G
1160,LeBron James,20,1/29/16,31-030,CLE,@,DET,W 114-106,1,36,7,16,0.438,7,14,0.5,0,2,0,6,7,0.857,0.524,1,8,9,8,1,0,1,3,18.7,5.6,F-G
1161,LeBron James,20,1/11/17,32-012,CLE,@,POR,L 86-102,1,31,5,12,0.417,3,7,0.429,2,5,0.4,8,9,0.889,0.627,1,10,11,4,1,1,5,1,16,9.2,F-G
1162,LeBron James,20,1/16/17,32-017,CLE,@,GSW,L 91-126,1,35,6,18,0.333,5,14,0.357,1,4,0.25,7,10,0.7,0.446,2,6,8,2,1,0,6,1,7.8,-4.1,F-G
1163,LeBron James,20,12/17/17,32-352,CLE,@,WAS,W 106-99,1,41,8,23,0.348,6,16,0.375,2,7,0.286,2,3,0.667,0.411,2,9,11,15,0,1,6,4,14.4,-1.5,F-G
1164,LeBron James,20,12/25/17,32-360,CLE,@,GSW,L 92-99,1,40,7,18,0.389,5,11,0.455,2,7,0.286,4,7,0.571,0.474,1,5,6,6,0,0,7,2,7.6,-3.2,F-G
1165,LeBron James,20,12/8/18,33-343,LAL,@,MEM,W 111-88,1,32,9,18,0.5,9,15,0.6,0,3,0,2,3,0.667,0.518,1,7,8,9,2,0,5,2,15.9,4.1,F-G
1166,LeBron James,20,10/27/19,34-301,LAL,NA,CHO,W 120-101,1,35,7,14,0.5,6,11,0.545,1,3,0.333,5,5,1,0.617,1,5,6,12,1,0,4,0,20.6,6.1,F-G
1167,LeBron James,20,12/4/19,34-339,LAL,@,UTA,W 121-96,1,29,9,21,0.429,8,15,0.533,1,6,0.167,1,1,1,0.466,0,4,4,12,1,0,1,3,17.3,3.9,F-G
1168,LeBron James,20,12/17/19,34-352,LAL,@,IND,L 102-105,1,35,8,20,0.4,8,14,0.571,0,6,0,4,8,0.5,0.425,1,8,9,9,0,0,5,2,11.2,-3.8,F-G
1169,LeBron James,20,8/1/20,35-215,LAL,@,TOR,L 92-107,1,35,7,15,0.467,5,10,0.5,2,5,0.4,4,7,0.571,0.553,1,9,10,5,0,1,4,1,14.3,4,F-G
1170,LeBron James,20,12/9/21,36-344,LAL,@,MEM,L 95-108,1,37,7,15,0.467,6,9,0.667,1,6,0.167,5,5,1,0.581,0,10,10,11,4,2,5,1,23,12.4,F-G
1171,LeBron James,20,10/20/22,37-294,LAL,NA,LAC,L 97-103,1,37,7,17,0.412,5,9,0.556,2,8,0.25,4,6,0.667,0.509,2,8,10,6,1,2,2,3,17.3,5.9,F-G
1172,LeBron James,20,11/2/22,37-307,LAL,NA,NOP,W 120-117 (OT),1,40,9,23,0.391,9,16,0.563,0,7,0,2,4,0.5,0.404,0,10,10,8,0,2,2,3,13.5,-1.6,F-G
1173,LeBron James,20,1/25/23,38-026,LAL,NA,SAS,W 113-104,1,35,8,20,0.4,7,14,0.5,1,6,0.167,3,4,0.75,0.46,1,8,9,11,0,0,6,0,13.6,-2.5,F-G
1174,LeBron James,19,11/21/03,18-326,CLE,NA,MIN,L 83-97,1,35,8,19,0.421,8,17,0.471,0,2,0,3,3,1,0.468,2,7,9,2,1,0,1,4,12.2,1,F-G
1175,LeBron James,19,12/2/03,18-337,CLE,@,DEN,L 103-115,1,33,6,19,0.316,4,16,0.25,2,3,0.667,5,7,0.714,0.43,3,3,6,5,2,0,2,4,12.2,1.5,F-G
1176,LeBron James,19,1/9/04,19-010,CLE,@,BOS,L 82-107,1,42,7,19,0.368,7,16,0.438,0,3,0,5,7,0.714,0.43,0,3,3,6,3,0,5,1,10.4,-0.1,F-G
1177,LeBron James,19,3/5/04,19-066,CLE,@,NOH,W 88-85,1,38,7,17,0.412,5,15,0.333,2,2,1,3,4,0.75,0.506,2,4,6,4,2,0,4,5,10.9,1.4,F-G
1178,LeBron James,19,11/18/04,19-324,CLE,@,CHA,W 106-89,1,29,8,14,0.571,6,11,0.545,2,3,0.667,1,2,0.5,0.638,1,5,6,9,0,0,1,3,18.3,11.3,F-G
1179,LeBron James,19,12/8/04,19-344,CLE,@,CHI,L 85-113,1,37,5,15,0.333,5,13,0.385,0,2,0,9,12,0.75,0.468,0,2,2,6,1,1,4,2,11,-1.4,F-G
1180,LeBron James,19,3/24/05,20-084,CLE,@,HOU,L 80-99,1,42,7,22,0.318,6,18,0.333,1,4,0.25,4,7,0.571,0.379,0,4,4,8,1,0,2,1,10.6,-0.9,F-G
1181,LeBron James,19,3/26/05,20-086,CLE,@,DAL,L 86-117,1,36,7,17,0.412,7,15,0.467,0,2,0,5,6,0.833,0.484,1,3,4,6,0,0,3,1,11.9,-3.4,F-G
1182,LeBron James,19,11/24/05,20-329,CLE,@,IND,L 76-98,1,43,6,20,0.3,6,16,0.375,0,4,0,7,11,0.636,0.382,1,9,10,4,5,1,6,4,10.1,0,F-G
1183,LeBron James,19,3/1/06,21-061,CLE,NA,SAC,L 90-97,1,45,7,21,0.333,6,17,0.353,1,4,0.25,4,7,0.571,0.395,1,6,7,12,1,2,5,1,13.8,2.4,F-G
